date,wdir,wspd,pres
2020-06-11,10,9.5,1025.3
2020-06-12,18,18.7,1023
2020-06-13,16,36.3,1012.7
2020-06-14,342,25.8,1012.2
2020-06-15,353,25.1,1017.6
2020-06-16,327,19.9,1021.5
2020-06-17,347,4.2,1032.7
2020-06-18,18,18.8,1032.1
2020-06-19,13,31.3,1022.9
2020-06-20,10,21.7,1015.2
2020-06-21,355,10.8,1010.9
2020-06-22,290,16.3,1010.1
2020-06-23,238,10.9,1014
2020-06-24,232,8.9,1018.2
2020-06-25,345,18.4,1019.5
2020-06-26,290,10.8,1025.8
2020-06-27,0,4.9,1028.4
2020-06-28,354,7.2,1028.9
2020-06-29,18,15.9,1026.2
2020-06-30,25,28.6,1018.1
